Timestamp,Millis,thumb_tm_aa,thumb_tm_flex,thumb_mcp_aa,thumb_mcp_flex,index_mcp_aa,index_mcp_flex,index_pip,middle_mcp_aa,middle_mcp_flex,middle_pip,ring_mcp_aa,ring_mcp_flex,ring_pip,little_mcp_aa,little_mcp_flex,little_pip
Mon Dec 02 21:19:24 2024,285,-19.546,-19.546,-2.992,-2.992,-5.162,14.610,6.506,1.570,17.865,9.369,-5.298,8.689,5.843,12.588,5.800,3.816
Mon Dec 02 21:19:24 2024,290,-19.498,-19.498,-3.003,-3.003,-5.118,14.656,6.578,1.616,17.842,9.474,-5.262,8.726,5.950,12.627,5.785,3.903
Mon Dec 02 21:19:24 2024,295,-19.454,-19.454,-2.873,-2.873,-5.029,14.735,6.671,1.697,17.762,9.592,-5.157,8.885,6.162,12.656,5.805,4.089
Mon Dec 02 21:19:24 2024,300,-19.426,-19.426,-2.778,-2.778,-4.977,14.776,6.731,1.754,17.716,9.673,-5.083,9.020,6.314,12.678,5.824,4.221
Mon Dec 02 21:19:24 2024,305,-19.459,-19.459,-2.770,-2.770,-5.069,14.662,6.681,1.736,17.802,9.635,-5.084,9.177,6.310,12.686,5.862,4.214
Mon Dec 02 21:19:24 2024,310,-19.487,-19.487,-2.762,-2.762,-5.147,14.566,6.638,1.721,17.872,9.602,-5.084,9.310,6.306,12.693,5.893,4.208
Mon Dec 02 21:19:24 2024,315,-19.492,-19.492,-2.751,-2.751,-5.157,14.550,6.558,1.717,17.869,9.537,-5.085,9.338,6.264,12.645,5.922,4.169
Mon Dec 02 21:19:24 2024,320,-19.480,-19.480,-2.736,-2.736,-5.114,14.596,6.453,1.722,17.811,9.450,-5.085,9.286,6.193,12.557,5.948,4.107
Mon Dec 02 21:19:24 2024,325,-19.468,-19.468,-2.745,-2.745,-5.084,14.637,6.387,1.730,17.779,9.386,-5.077,9.292,6.145,12.521,5.954,4.056
Mon Dec 02 21:19:24 2024,330,-19.458,-19.458,-2.813,-2.813,-5.084,14.666,6.412,1.747,17.812,9.372,-5.047,9.446,6.149,12.615,5.916,4.026
Mon Dec 02 21:19:24 2024,335,-19.446,-19.446,-2.860,-2.860,-5.090,14.677,6.427,1.748,17.837,9.352,-5.029,9.559,6.147,12.693,5.877,4.002
Mon Dec 02 21:19:24 2024,340,-19.438,-19.438,-2.849,-2.849,-5.115,14.639,6.418,1.707,17.847,9.313,-5.047,9.555,6.131,12.723,5.842,4.000
Mon Dec 02 21:19:24 2024,345,-19.432,-19.432,-2.796,-2.796,-5.150,14.568,6.391,1.639,17.839,9.264,-5.087,9.469,6.105,12.718,5.813,4.012
Mon Dec 02 21:19:24 2024,350,-19.441,-19.441,-2.758,-2.758,-5.167,14.537,6.380,1.597,17.837,9.231,-5.109,9.428,6.088,12.719,5.774,4.024
Mon Dec 02 21:19:24 2024,355,-19.472,-19.472,-2.750,-2.750,-5.152,14.578,6.396,1.606,17.853,9.229,-5.098,9.463,6.085,12.728,5.727,4.031
Mon Dec 02 21:19:24 2024,360,-19.500,-19.500,-2.742,-2.742,-5.136,14.614,6.408,1.616,17.864,9.226,-5.091,9.484,6.077,12.737,5.686,4.032
Mon Dec 02 21:19:24 2024,365,-19.527,-19.527,-2.733,-2.733,-5.098,14.662,6.396,1.649,17.851,9.197,-5.107,9.394,5.991,12.765,5.631,3.958
Mon Dec 02 21:19:24 2024,370,-19.554,-19.554,-2.724,-2.724,-5.054,14.712,6.378,1.688,17.831,9.162,-5.130,9.272,5.886,12.797,5.575,3.866
Mon Dec 02 21:19:24 2024,375,-19.567,-19.567,-2.742,-2.742,-5.036,14.718,6.392,1.707,17.809,9.195,-5.165,9.137,5.844,12.791,5.560,3.841
Mon Dec 02 21:19:24 2024,380,-19.555,-19.555,-2.815,-2.815,-5.062,14.641,6.468,1.692,17.778,9.368,-5.228,8.949,5.910,12.709,5.620,3.942
Mon Dec 02 21:19:24 2024,385,-19.546,-19.546,-2.875,-2.875,-5.083,14.575,6.531,1.679,17.751,9.511,-5.279,8.794,5.965,12.643,5.669,4.026
Mon Dec 02 21:19:24 2024,390,-19.578,-19.578,-2.852,-2.852,-5.148,14.463,6.504,1.608,17.745,9.506,-5.321,8.753,6.003,12.608,5.688,4.096
Mon Dec 02 21:19:24 2024,395,-19.609,-19.609,-2.824,-2.824,-5.204,14.366,6.471,1.544,17.740,9.481,-5.352,8.738,6.031,12.586,5.700,4.150
Mon Dec 02 21:19:24 2024,400,-19.614,-19.614,-2.807,-2.807,-5.214,14.363,6.467,1.544,17.755,9.487,-5.332,8.805,6.068,12.614,5.691,4.178
Mon Dec 02 21:19:24 2024,405,-19.586,-19.586,-2.801,-2.801,-5.165,14.478,6.502,1.629,17.795,9.536,-5.240,8.995,6.126,12.712,5.655,4.177
Mon Dec 02 21:19:24 2024,410,-19.562,-19.562,-2.795,-2.795,-5.126,14.568,6.530,1.710,17.816,9.582,-5.153,9.160,6.180,12.790,5.614,4.177
Mon Dec 02 21:19:24 2024,415,-19.559,-19.559,-2.783,-2.783,-5.133,14.567,6.527,1.770,17.804,9.611,-5.092,9.215,6.219,12.775,5.560,4.176
Mon Dec 02 21:19:24 2024,420,-19.559,-19.559,-2.771,-2.771,-5.148,14.550,6.519,1.826,17.783,9.638,-5.033,9.251,6.254,12.744,5.501,4.176
Mon Dec 02 21:19:24 2024,425,-19.546,-19.546,-2.799,-2.799,-5.137,14.583,6.528,1.855,17.800,9.636,-5.033,9.334,6.265,12.757,5.494,4.163
Mon Dec 02 21:19:24 2024,430,-19.526,-19.526,-2.855,-2.855,-5.110,14.648,6.548,1.865,17.839,9.614,-5.073,9.446,6.258,12.800,5.521,4.141
Mon Dec 02 21:19:24 2024,435,-19.512,-19.512,-2.893,-2.893,-5.083,14.707,6.574,1.881,17.868,9.610,-5.102,9.557,6.267,12.842,5.543,4.139
Mon Dec 02 21:19:24 2024,440,-19.532,-19.532,-2.807,-2.807,-5.062,14.734,6.637,1.938,17.854,9.723,-5.058,9.651,6.371,12.874,5.543,4.258
Mon Dec 02 21:19:24 2024,445,-19.554,-19.554,-2.722,-2.722,-5.040,14.762,6.699,1.996,17.836,9.838,-5.012,9.751,6.478,12.912,5.541,4.386
Mon Dec 02 21:19:24 2024,450,-19.561,-19.561,-2.737,-2.737,-5.027,14.777,6.691,1.998,17.844,9.844,-4.999,9.810,6.505,12.978,5.528,4.457
Mon Dec 02 21:19:24 2024,455,-19.562,-19.562,-2.818,-2.818,-5.017,14.788,6.638,1.966,17.870,9.784,-5.003,9.854,6.485,13.071,5.504,4.505
Mon Dec 02 21:19:24 2024,460,-19.568,-19.568,-2.862,-2.862,-5.013,14.788,6.598,1.940,17.888,9.732,-5.015,9.870,6.462,13.131,5.485,4.531
Mon Dec 02 21:19:24 2024,465,-19.603,-19.603,-2.746,-2.746,-5.038,14.731,6.605,1.936,17.865,9.704,-5.072,9.759,6.415,13.042,5.487,4.460
