Timestamp,Millis,thumb_tm_aa,thumb_tm_flex,thumb_mcp_aa,thumb_mcp_flex,index_mcp_aa,index_mcp_flex,index_pip,middle_mcp_aa,middle_mcp_flex,middle_pip,ring_mcp_aa,ring_mcp_flex,ring_pip,little_mcp_aa,little_mcp_flex,little_pip
Mon Dec 02 20:54:42 2024,180,-32.143,-32.143,-0.403,-0.403,-3.280,10.593,5.138,0.271,10.632,8.235,-8.067,1.896,5.762,17.097,-1.343,6.637
Mon Dec 02 20:54:42 2024,185,-32.112,-32.112,-0.467,-0.467,-3.326,10.471,5.046,-0.273,10.603,8.159,-8.043,2.009,5.752,17.046,-1.261,6.653
Mon Dec 02 20:54:42 2024,190,-32.089,-32.089,-0.518,-0.518,-3.363,10.375,4.973,-0.312,10.580,8.099,-8.024,2.098,5.744,17.005,-1.196,6.665
Mon Dec 02 20:54:42 2024,195,-32.119,-32.119,-0.221,-0.221,-3.240,10.746,5.371,0.276,10.583,8.416,-8.144,1.967,5.876,17.053,-1.275,6.791
Mon Dec 02 20:54:42 2024,200,-32.119,-32.119,-0.136,-0.136,-3.210,10.846,5.496,0.289,10.570,8.514,-8.183,1.964,5.927,17.049,-1.269,6.852
Mon Dec 02 20:54:42 2024,205,-32.119,-32.119,-0.083,0.083,-3.181,10.942,5.616,0.306,10.557,8.608,-8.221,1.961,5.976,17.045,-1.265,6.910
Mon Dec 02 20:54:42 2024,210,-32.067,-32.067,-0.128,-0.011,-3.165,10.937,5.613,0.335,10.564,8.645,-8.207,1.933,5.976,17.060,-1.277,6.902
Mon Dec 02 20:54:42 2024,215,-31.973,-31.973,-0.338,-0.338,-3.171,10.819,5.469,0.374,10.592,8.601,-8.139,1.884,5.919,17.092,-1.304,6.821
Mon Dec 02 20:54:42 2024,220,-31.877,-31.877,-0.573,-0.573,-3.176,10.722,5.342,0.406,10.625,8.565,-8.072,1.851,5.866,17.122,-1.307,6.758
Mon Dec 02 20:54:42 2024,225,-31.820,-31.820,-0.680,-0.680,-3.168,10.792,5.368,0.361,10.670,8.581,-8.052,1.925,5.863,17.121,-1.190,6.824
Mon Dec 02 20:54:42 2024,230,-31.775,-31.775,-0.751,-0.751,-3.158,10.906,5.436,0.306,10.715,8.611,-8.045,2.025,5.872,17.112,-1.043,6.921
Mon Dec 02 20:54:42 2024,235,-31.755,-31.755,-0.776,-0.776,-3.153,10.917,5.445,0.287,10.739,8.625,-8.019,2.108,5.898,17.135,-1.008,6.954
Mon Dec 02 20:54:42 2024,240,-31.762,-31.762,-0.753,-0.753,-3.154,10.829,5.397,0.293,10.743,8.621,-7.978,2.169,5.938,17.186,-1.084,6.919
Mon Dec 02 20:54:42 2024,245,-31.762,-31.762,-0.753,-0.753,-3.153,10.771,5.361,0.300,10.745,8.610,-7.939,2.227,5.964,17.213,-1.131,6.893
Mon Dec 02 20:54:42 2024,250,-31.743,-31.743,-0.820,-0.820,-3.146,10.767,5.339,0.307,10.747,8.566,-7.879,2.316,5.964,17.185,-1.126,6.874
Mon Dec 02 20:54:42 2024,255,-31.721,-31.721,-0.894,-0.894,-3.140,10.772,5.320,0.314,10.748,8.519,-7.820,2.404,5.960,17.151,-1.112,6.858
Mon Dec 02 20:54:42 2024,260,-31.708,-31.708,-0.927,-0.927,-3.142,10.752,5.377,0.343,10.693,8.567,-7.848,2.298,5.953,17.160,-1.127,6.892
Mon Dec 02 20:54:42 2024,265,-31.699,-31.699,-0.941,-0.941,-3.148,10.721,5.467,0.384,10.612,8.656,-7.916,2.106,5.944,17.188,-1.154,6.948
Mon Dec 02 20:54:42 2024,270,-31.692,-31.692,-0.970,-0.970,-3.159,10.680,5.502,0.416,10.558,8.699,-7.965,1.962,5.927,17.210,-1.162,6.988
Mon Dec 02 20:54:42 2024,275,-31.694,-31.694,-1.054,-1.054,-3.194,10.611,5.316,0.403,10.616,8.552,-7.930,2.037,5.877,17.202,-1.091,6.954
Mon Dec 02 20:54:42 2024,280,-31.697,-31.697,-1.141,-1.141,-3.230,10.541,5.126,0.388,10.675,8.401,-7.893,2.114,5.825,17.193,-1.019,6.919
Mon Dec 02 20:54:42 2024,285,-31.704,-31.704,-1.109,-1.109,-3.298,10.546,5.080,0.396,10.772,8.274,-7.884,2.146,5.720,17.198,-0.994,6.839
Mon Dec 02 20:54:42 2024,290,-31.710,-31.710,-1.036,-1.036,-3.362,10.583,5.109,0.411,10.859,8.192,-7.888,2.152,5.620,17.208,-0.997,6.762
Mon Dec 02 20:54:42 2024,295,-31.715,-31.715,-0.990,-0.990,-3.418,10.614,5.152,0.426,10.901,8.135,-7.915,2.124,5.547,17.184,-1.007,6.686
Mon Dec 02 20:54:42 2024,300,-31.717,-31.717,-1.016,-1.016,-3.439,10.622,5.208,0.432,10.840,8.148,-7.978,2.044,5.554,17.103,-1.028,6.643
Mon Dec 02 20:54:42 2024,305,-31.719,-31.719,-1.044,-1.044,-3.460,10.631,5.268,0.438,10.773,8.162,-8.045,1.957,5.562,17.015,-1.052,6.597
Mon Dec 02 20:54:42 2024,310,-31.705,-31.705,-1.089,-1.089,-3.449,10.631,5.291,0.447,10.729,8.098,-7.987,2.017,5.536,17.022,-1.103,6.542
Mon Dec 02 20:54:42 2024,315,-31.689,-31.689,-1.127,-1.127,-3.430,10.627,5.293,0.455,10.707,8.025,-7.900,2.114,5.505,17.063,-1.150,6.500
Mon Dec 02 20:54:42 2024,320,-31.684,-31.684,-1.091,-1.091,-3.401,10.640,5.267,0.479,10.723,7.975,-7.843,2.162,5.459,17.079,-1.172,6.449
Mon Dec 02 20:54:42 2024,325,-31.694,-31.694,-0.969,-0.969,-3.361,10.672,5.209,0.526,10.785,7.955,-7.823,2.150,5.396,17.065,-1.163,6.389
Mon Dec 02 20:54:42 2024,330,-31.706,-31.706,-0.842,-0.842,-3.320,10.711,5.153,0.571,10.843,7.935,-7.804,2.149,5.340,17.048,-1.146,6.336
Mon Dec 02 20:54:42 2024,335,-31.701,-31.701,-0.818,-0.818,-3.310,10.767,5.178,0.542,10.788,7.901,-7.755,2.315,5.396,17.049,-1.096,6.397
Mon Dec 02 20:54:42 2024,340,-31.692,-31.692,-0.823,-0.823,-3.309,10.823,5.222,0.497,10.708,7.866,-7.704,2.513,5.476,17.054,-1.041,6.481
Mon Dec 02 20:54:42 2024,345,-31.696,-31.696,-0.831,-0.831,-3.333,10.852,5.222,0.463,10.707,7.816,-7.679,2.611,5.479,17.027,-1.012,6.471
Mon Dec 02 20:54:42 2024,350,-31.715,-31.715,-0.843,-0.843,-3.395,10.848,5.166,0.436,10.812,7.738,-7.683,2.597,5.379,16.955,-1.009,6.335
