Timestamp,Millis,thumb_tm_aa,thumb_tm_flex,thumb_mcp_aa,thumb_mcp_flex,index_mcp_aa,index_mcp_flex,index_pip,middle_mcp_aa,middle_mcp_flex,middle_pip,ring_mcp_aa,ring_mcp_flex,ring_pip,little_mcp_aa,little_mcp_flex,little_pip
Mon Dec 02 21:09:27 2024,160,-24.174,-24.174,-0.951,-0.951,-2.178,17.413,7.412,1.531,15.299,9.480,-4.292,9.398,6.847,12.375,6.919,6.063
Mon Dec 02 21:09:27 2024,165,-24.142,-24.142,-0.964,-0.964,-2.164,17.452,7.388,1.572,15.351,9.468,-4.254,9.458,6.816,12.379,6.916,6.001
Mon Dec 02 21:09:27 2024,170,-24.113,-24.113,-0.958,-0.958,-2.131,17.518,7.358,1.654,15.390,9.466,-4.181,9.505,6.769,12.363,6.932,5.918
Mon Dec 02 21:09:27 2024,175,-24.089,-24.089,-0.953,-0.953,-2.104,17.570,7.334,1.720,15.419,9.465,-4.122,9.543,6.731,12.350,6.946,5.852
Mon Dec 02 21:09:27 2024,180,-24.118,-24.118,-0.905,-0.905,-2.112,17.572,7.331,1.709,15.455,9.442,-4.133,9.503,6.709,12.351,6.926,5.868
Mon Dec 02 21:09:27 2024,185,-24.146,-24.146,-0.856,-0.856,-2.120,17.574,7.328,1.697,15.491,9.419,-4.144,9.463,6.688,12.351,6.906,5.885
Mon Dec 02 21:09:27 2024,190,-24.144,-24.144,-0.888,-0.888,-2.122,17.565,7.320,1.705,15.511,9.440,-4.132,9.460,6.683,12.354,6.900,5.862
Mon Dec 02 21:09:27 2024,195,-24.120,-24.120,-0.980,-0.980,-2.121,17.547,7.306,1.726,15.526,9.495,-4.102,9.484,6.689,12.360,6.903,5.808
Mon Dec 02 21:09:27 2024,200,-24.098,-24.098,-1.052,-1.052,-2.124,17.518,7.292,1.744,15.532,9.544,-4.082,9.479,6.698,12.371,6.897,5.784
Mon Dec 02 21:09:27 2024,205,-24.071,-24.071,-1.066,-1.066,-2.141,17.434,7.267,1.752,15.500,9.584,-4.103,9.346,6.728,12.412,6.848,5.878
Mon Dec 02 21:09:27 2024,210,-24.048,-24.048,-1.074,-1.074,-2.156,17.362,7.247,1.757,15.472,9.616,-4.122,9.231,6.752,12.446,6.806,5.960
Mon Dec 02 21:09:27 2024,215,-24.061,-24.061,-1.049,-1.049,-2.143,17.355,7.216,1.736,15.388,9.545,-4.098,9.203,6.729,12.433,6.800,5.927
Mon Dec 02 21:09:27 2024,220,-24.088,-24.088,-1.015,-1.015,-2.120,17.382,7.188,1.706,15.296,9.444,-4.060,9.222,6.689,12.403,6.812,5.847
Mon Dec 02 21:09:27 2024,225,-24.086,-24.086,-1.025,-1.025,-2.099,17.407,7.184,1.691,15.225,9.379,-4.037,9.246,6.659,12.393,6.814,5.790
Mon Dec 02 21:09:27 2024,230,-24.008,-24.008,-1.161,-1.161,-2.081,17.427,7.250,1.722,15.216,9.414,-4.054,9.289,6.656,12.446,6.788,5.797
Mon Dec 02 21:09:27 2024,235,-23.944,-23.944,-1.273,-1.273,-2.067,17.443,7.304,1.748,15.207,9.442,-4.068,9.324,6.654,12.489,6.766,5.803
Mon Dec 02 21:09:27 2024,240,-23.966,-23.966,-1.142,-1.142,-2.101,17.448,7.316,1.764,15.311,9.514,-4.034,9.363,6.707,12.528,6.735,5.847
Mon Dec 02 21:09:27 2024,245,-24.014,-24.014,-0.945,-0.945,-2.147,17.446,7.313,1.775,15.441,9.593,-3.988,9.400,6.774,12.562,6.702,5.901
Mon Dec 02 21:09:27 2024,250,-24.030,-24.030,-0.873,-0.873,-2.161,17.425,7.292,1.788,15.471,9.600,-3.997,9.366,6.761,12.549,6.706,5.901
Mon Dec 02 21:09:27 2024,255,-24.007,-24.007,-0.954,-0.954,-2.136,17.370,7.244,1.804,15.378,9.512,-4.084,9.232,6.640,12.471,6.758,5.830
Mon Dec 02 21:09:27 2024,260,-23.984,-23.984,-1.022,-1.022,-2.105,17.325,7.210,1.810,15.268,9.438,-4.156,9.094,6.540,12.407,6.788,5.767
Mon Dec 02 21:09:27 2024,265,-23.970,-23.970,-1.034,-1.034,-2.067,17.328,7.222,1.791,15.147,9.429,-4.171,8.988,6.522,12.393,6.751,5.744
Mon Dec 02 21:09:27 2024,270,-23.959,-23.959,-1.020,-1.020,-2.023,17.355,7.258,1.757,15.010,9.449,-4.158,8.885,6.542,12.402,6.676,5.738
Mon Dec 02 21:09:27 2024,275,-23.957,-23.957,-1.003,-1.003,-1.997,17.401,7.263,1.763,14.959,9.428,-4.118,8.910,6.537,12.444,6.622,5.723
Mon Dec 02 21:09:27 2024,280,-23.966,-23.966,-0.978,-0.978,-1.987,17.484,7.229,1.821,15.006,9.345,-4.027,9.113,6.500,12.544,6.578,5.691
Mon Dec 02 21:09:27 2024,285,-23.973,-23.973,-0.959,-0.959,-1.979,17.548,7.202,1.866,15.042,9.279,-3.955,9.273,6.469,12.623,6.542,5.666
Mon Dec 02 21:09:27 2024,290,-23.936,-23.936,-1.025,-1.025,-1.960,17.524,7.205,1.868,15.040,9.297,-3.950,9.282,6.505,12.615,6.535,5.630
Mon Dec 02 21:09:27 2024,295,-23.900,-23.900,-1.088,-1.088,-1.941,17.500,7.209,1.869,15.037,9.315,-3.946,9.290,6.539,12.607,6.529,5.596
Mon Dec 02 21:09:27 2024,300,-23.863,-23.863,-1.154,-1.154,-1.922,17.474,7.212,1.869,15.035,9.333,-3.941,9.298,6.575,12.598,6.522,5.561
Mon Dec 02 21:09:27 2024,305,-23.843,-23.843,-1.190,-1.190,-1.912,17.458,7.214,1.870,15.034,9.342,-3.939,9.302,6.594,12.594,6.518,5.542
Mon Dec 02 21:09:27 2024,310,-23.933,-23.933,-1.095,-1.095,-2.027,17.287,7.088,1.842,14.961,9.259,-3.983,9.224,6.514,12.656,6.444,5.513
