Timestamp,Millis,thumb_tm_aa,thumb_tm_flex,thumb_mcp_aa,thumb_mcp_flex,index_mcp_aa,index_mcp_flex,index_pip,middle_mcp_aa,middle_mcp_flex,middle_pip,ring_mcp_aa,ring_mcp_flex,ring_pip,little_mcp_aa,little_mcp_flex,little_pip
Mon Dec 02 20:51:14 2024,400,-22.800,-22.800,2.541,2.541,0.987,21.209,8.438,4.194,15.718,11.497,-3.182,13.215,8.527,10.191,8.269,6.364
Mon Dec 02 20:51:14 2024,405,-22.782,-22.782,2.545,2.545,1.010,21.246,8.388,4.198,15.729,11.503,-3.168,13.277,8.534,10.262,8.260,6.385
Mon Dec 02 20:51:14 2024,410,-22.760,-22.760,2.552,2.552,1.030,21.288,8.310,4.201,15.747,11.503,-3.149,13.370,8.539,10.357,8.249,6.412
Mon Dec 02 20:51:14 2024,415,-22.741,-22.741,2.547,2.547,1.039,21.285,8.267,4.217,15.739,11.507,-3.142,13.359,8.527,10.373,8.268,6.417
Mon Dec 02 20:51:14 2024,420,-22.725,-22.725,2.532,2.532,1.040,21.248,8.249,4.243,15.711,11.512,-3.145,13.266,8.499,10.328,8.312,6.406
Mon Dec 02 20:51:14 2024,425,-22.737,-22.737,2.538,2.538,1.037,21.226,8.252,4.250,15.700,11.494,-3.149,13.234,8.482,10.296,8.339,6.398
Mon Dec 02 20:51:14 2024,430,-22.814,-22.814,2.592,2.592,1.026,21.218,8.298,4.223,15.715,11.422,-3.155,13.308,8.478,10.277,8.344,6.396
Mon Dec 02 20:51:14 2024,435,-22.878,-22.878,2.638,2.638,1.017,21.214,8.339,4.198,15.728,11.362,-3.159,13.378,8.476,10.264,8.344,6.394
Mon Dec 02 20:51:14 2024,440,-22.890,-22.890,2.670,2.670,0.997,21.188,8.311,4.183,15.747,11.402,-3.193,13.268,8.451,10.198,8.374,6.373
Mon Dec 02 20:51:14 2024,445,-22.881,-22.881,2.691,2.691,0.977,21.159,8.263,4.175,15.764,11.473,-3.232,13.113,8.421,10.124,8.410,6.348
Mon Dec 02 20:51:14 2024,450,-22.873,-22.873,2.714,2.714,0.954,21.114,8.212,4.169,15.778,11.489,-3.235,13.072,8.404,10.064,8.441,6.328
Mon Dec 02 20:51:14 2024,455,-22.869,-22.869,2.736,2.736,0.931,21.062,8.163,4.165,15.789,11.447,-3.203,13.150,8.401,10.025,8.466,6.315
Mon Dec 02 20:51:14 2024,460,-22.862,-22.862,2.720,2.720,0.931,21.055,8.179,4.180,15.777,11.449,-3.170,13.215,8.417,10.026,8.458,6.310
Mon Dec 02 20:51:14 2024,465,-22.844,-22.844,2.622,2.622,0.979,21.134,8.322,4.233,15.718,11.535,-3.128,13.270,8.473,10.104,8.387,6.316
Mon Dec 02 20:51:14 2024,470,-22.831,-22.831,2.534,2.534,1.022,21.215,8.460,4.277,15.668,11.611,-3.094,13.324,8.523,10.183,8.322,6.329
Mon Dec 02 20:51:14 2024,475,-22.861,-22.861,2.576,2.576,0.995,21.225,8.428,4.226,15.723,11.525,-3.116,13.389,8.496,10.184,8.363,6.374
Mon Dec 02 20:51:14 2024,480,-22.901,-22.901,2.655,2.655,0.949,21.214,8.350,4.151,15.803,11.401,-3.153,13.449,8.449,10.161,8.431,6.423
Mon Dec 02 20:51:14 2024,485,-22.924,-22.924,2.704,2.704,0.937,21.215,8.316,4.124,15.831,11.347,-3.171,13.448,8.425,10.141,8.455,6.445
Mon Dec 02 20:51:14 2024,490,-22.902,-22.902,2.684,2.684,1.023,21.252,8.407,4.230,15.712,11.483,-3.136,13.261,8.460,10.124,8.355,6.388
Mon Dec 02 20:51:14 2024,495,-22.890,-22.890,2.680,2.680,1.068,21.280,8.444,4.281,15.657,11.544,-3.124,13.160,8.457,10.107,8.309,6.341
Mon Dec 02 20:51:14 2024,500,-22.881,-22.881,2.694,2.694,1.049,21.296,8.378,4.241,15.715,11.467,-3.154,13.217,8.345,10.084,8.377,6.243
Mon Dec 02 20:51:14 2024,505,-22.871,-22.871,2.705,2.705,1.029,21.305,8.321,4.202,15.768,11.397,-3.179,13.278,8.256,10.066,8.440,6.170
Mon Dec 02 20:51:14 2024,510,-22.855,-22.855,2.689,2.689,1.029,21.269,8.345,4.197,15.759,11.406,-3.169,13.308,8.327,10.075,8.442,6.240
Mon Dec 02 20:51:14 2024,515,-22.834,-22.834,2.662,2.662,1.037,21.218,8.401,4.205,15.720,11.444,-3.145,13.331,8.462,10.095,8.423,6.369
Mon Dec 02 20:51:14 2024,520,-22.818,-22.818,2.641,2.641,1.043,21.183,8.445,4.212,15.686,11.474,-3.126,13.349,8.568,10.110,8.408,6.471
Mon Dec 02 20:51:14 2024,525,-22.774,-22.774,2.591,2.591,1.065,21.285,8.433,4.249,15.677,11.424,-3.105,13.371,8.450,10.183,8.353,6.267
Mon Dec 02 20:51:14 2024,530,-22.745,-22.745,2.557,2.557,1.079,21.343,8.434,4.272,15.663,11.400,-3.088,13.388,8.399,10.230,8.317,6.165
Mon Dec 02 20:51:14 2024,535,-22.811,-22.811,2.599,2.599,1.056,21.323,8.387,4.236,15.713,11.435,-3.111,13.415,8.458,10.165,8.393,6.264
Mon Dec 02 20:51:14 2024,540,-22.860,-22.860,2.631,2.631,1.039,21.311,8.351,4.208,15.749,11.463,-3.128,13.435,8.502,10.116,8.450,6.338
Mon Dec 02 20:51:14 2024,545,-22.836,-22.836,2.619,2.619,1.059,21.343,8.356,4.221,15.731,11.446,-3.119,13.436,8.493,10.104,8.455,6.334
Mon Dec 02 20:51:14 2024,550,-22.754,-22.754,2.573,2.573,1.110,21.415,8.391,4.263,15.669,11.394,-3.089,13.422,8.444,10.117,8.421,6.274
Mon Dec 02 20:51:14 2024,555,-22.734,-22.734,2.558,2.558,1.127,21.415,8.408,4.274,15.645,11.378,-3.082,13.398,8.429,10.110,8.408,6.260
Mon Dec 02 20:51:14 2024,560,-22.776,-22.776,2.569,2.569,1.114,21.320,8.421,4.256,15.648,11.397,-3.097,13.332,8.442,10.075,8.408,6.290
Mon Dec 02 20:51:14 2024,565,-22.810,-22.810,2.580,2.580,1.097,21.250,8.428,4.237,15.653,11.409,-3.111,13.291,8.456,10.044,8.415,6.318
Mon Dec 02 20:51:14 2024,570,-22.831,-22.831,2.606,2.606,1.054,21.208,8.413,4.209,15.683,11.406,-3.129,13.341,8.490,10.015,8.452,6.357
Mon Dec 02 20:51:14 2024,575,-22.848,-22.848,2.628,2.628,1.015,21.176,8.398,4.185,15.710,11.401,-3.144,13.392,8.520,9.992,8.486,6.390
Mon Dec 02 20:51:14 2024,580,-22.828,-22.828,2.562,2.562,1.037,21.223,8.355,4.174,15.721,11.385,-3.160,13.343,8.506,10.004,8.486,6.365
Mon Dec 02 20:51:14 2024,585,-22.800,-22.800,2.477,2.477,1.076,21.289,8.309,4.171,15.724,11.369,-3.175,13.268,8.479,10.026,8.473,6.325
Mon Dec 02 20:51:14 2024,590,-22.782,-22.782,2.452,2.452,1.101,21.342,8.278,4.198,15.709,11.362,-3.151,13.283,8.467,10.086,8.456,6.324
Mon Dec 02 20:51:14 2024,595,-22.785,-22.785,2.513,2.513,1.099,21.354,8.277,4.251,15.678,11.368,-3.088,13.404,8.480,10.168,8.440,6.375
Mon Dec 02 20:51:14 2024,600,-22.788,-22.788,2.572,2.572,1.096,21.365,8.276,4.302,15.645,11.374,-3.028,13.521,8.492,10.248,8.423,6.423
Mon Dec 02 20:51:14 2024,605,-22.836,-22.836,2.640,2.640,1.084,21.271,8.257,4.272,15.637,11.328,-3.066,13.373,8.429,10.118,8.410,6.290
Mon Dec 02 20:51:14 2024,610,-22.880,-22.880,2.707,2.707,1.072,21.193,8.238,4.249,15.618,11.284,-3.096,13.247,8.371,10.005,8.390,6.171
Mon Dec 02 20:51:14 2024,615,-22.868,-22.868,2.669,2.669,1.065,21.181,8.196,4.219,15.649,11.274,-3.141,13.219,8.357,9.958,8.446,6.178
Mon Dec 02 20:51:14 2024,620,-22.836,-22.836,2.591,2.591,1.060,21.191,8.144,4.184,15.699,11.276,-3.192,13.226,8.357,9.934,8.531,6.232
Mon Dec 02 20:51:14 2024,625,-22.804,-22.804,2.558,2.558,1.071,21.218,8.171,4.176,15.713,11.298,-3.197,13.259,8.389,9.968,8.519,6.289
Mon Dec 02 20:51:14 2024,630,-22.781,-22.781,2.576,2.576,1.095,21.254,8.270,4.195,15.688,11.336,-3.153,13.311,8.446,10.053,8.411,6.337
Mon Dec 02 20:51:14 2024,635,-22.761,-22.761,2.593,2.593,1.117,21.286,8.360,4.212,15.666,11.369,-3.114,13.357,8.497,10.129,8.315,6.380
Mon Dec 02 20:51:14 2024,640,-22.744,-22.744,2.519,2.519,1.072,21.212,8.291,4.151,15.721,11.388,-3.159,13.295,8.482,10.050,8.420,6.335
Mon Dec 02 20:51:14 2024,645,-22.730,-22.730,2.462,2.462,1.040,21.156,8.229,4.104,15.764,11.396,-3.194,13.245,8.462,9.984,8.510,6.297
Mon Dec 02 20:51:14 2024,650,-22.727,-22.727,2.478,2.478,1.068,21.179,8.195,4.123,15.752,11.361,-3.185,13.249,8.423,9.984,8.536,6.296
Mon Dec 02 20:51:14 2024,655,-22.729,-22.729,2.529,2.529,1.122,21.237,8.175,4.172,15.714,11.306,-3.157,13.277,8.376,10.012,8.532,6.312
Mon Dec 02 20:51:14 2024,660,-22.745,-22.745,2.586,2.586,1.142,21.264,8.176,4.202,15.695,11.261,-3.136,13.321,8.340,10.032,8.519,6.295
Mon Dec 02 20:51:14 2024,665,-22.780,-22.780,2.640,2.640,1.090,21.230,8.215,4.186,15.719,11.250,-3.137,13.376,8.334,10.026,8.497,6.226
Mon Dec 02 20:51:14 2024,670,-22.810,-22.810,2.684,2.684,1.043,21.197,8.253,4.171,15.739,11.247,-3.141,13.409,8.333,10.012,8.479,6.166
Mon Dec 02 20:51:14 2024,675,-22.810,-22.810,2.673,2.673,1.022,21.171,8.279,4.160,15.742,11.292,-3.168,13.306,8.356,9.947,8.487,6.167
Mon Dec 02 20:51:14 2024,680,-22.806,-22.806,2.658,2.658,1.003,21.146,8.302,4.150,15.744,11.340,-3.196,13.195,8.380,9.879,8.495,6.174
Mon Dec 02 20:51:14 2024,685,-22.781,-22.781,2.634,2.634,1.042,21.217,8.288,4.167,15.728,11.321,-3.209,13.196,8.358,9.885,8.499,6.159
Mon Dec 02 20:51:14 2024,690,-22.750,-22.750,2.609,2.609,1.098,21.319,8.262,4.191,15.709,11.279,-3.214,13.240,8.321,9.917,8.500,6.139
Mon Dec 02 20:51:14 2024,695,-22.735,-22.735,2.584,2.584,1.119,21.376,8.262,4.197,15.710,11.275,-3.193,13.319,8.331,9.968,8.510,6.163
Mon Dec 02 20:51:14 2024,700,-22.763,-22.763,2.571,2.571,1.045,21.293,8.325,4.158,15.761,11.365,-3.117,13.449,8.454,10.041,8.536,6.283
Mon Dec 02 20:51:14 2024,705,-22.786,-22.786,2.565,2.565,0.991,21.231,8.370,4.135,15.793,11.432,-3.062,13.543,8.543,10.094,8.553,6.372
Mon Dec 02 20:51:14 2024,710,-22.780,-22.780,2.603,2.603,1.043,21.276,8.316,4.200,15.725,11.376,-3.100,13.450,8.447,10.055,8.532,6.298
Mon Dec 02 20:51:14 2024,715,-22.772,-22.772,2.650,2.650,1.110,21.333,8.247,4.283,15.639,11.306,-3.148,13.332,8.326,10.005,8.503,6.204
Mon Dec 02 20:51:14 2024,720,-22.748,-22.748,2.650,2.650,1.145,21.390,8.212,4.281,15.639,11.287,-3.123,13.379,8.328,10.011,8.503,6.180
Mon Dec 02 20:51:14 2024,725,-22.723,-22.723,2.631,2.631,1.159,21.433,8.198,4.247,15.671,11.293,-3.076,13.477,8.378,10.037,8.513,6.188
Mon Dec 02 20:51:14 2024,730,-22.706,-22.706,2.607,2.607,1.136,21.421,8.177,4.204,15.713,11.294,-3.077,13.525,8.415,10.036,8.547,6.226
Mon Dec 02 20:51:14 2024,735,-22.701,-22.701,2.581,2.581,1.072,21.347,8.152,4.159,15.759,11.289,-3.134,13.503,8.430,10.004,8.602,6.288
Mon Dec 02 20:51:14 2024,740,-22.703,-22.703,2.560,2.560,1.009,21.269,8.136,4.123,15.796,11.285,-3.193,13.468,8.440,9.975,8.648,6.350
Mon Dec 02 20:51:14 2024,745,-22.729,-22.729,2.572,2.572,1.049,21.304,8.207,4.155,15.763,11.313,-3.129,13.500,8.461,10.046,8.577,6.332
Mon Dec 02 20:51:14 2024,750,-22.753,-22.753,2.587,2.587,1.094,21.347,8.275,4.190,15.728,11.338,-3.062,13.533,8.478,10.116,8.505,6.308
Mon Dec 02 20:51:14 2024,755,-22.764,-22.764,2.611,2.611,1.116,21.392,8.296,4.203,15.717,11.332,-3.062,13.510,8.469,10.127,8.488,6.300
Mon Dec 02 20:51:14 2024,760,-22.768,-22.768,2.639,2.639,1.120,21.438,8.286,4.202,15.723,11.306,-3.104,13.452,8.442,10.100,8.505,6.302
Mon Dec 02 20:51:14 2024,765,-22.765,-22.765,2.640,2.640,1.115,21.463,8.275,4.195,15.730,11.302,-3.123,13.427,8.435,10.083,8.517,6.298
Mon Dec 02 20:51:14 2024,770,-22.744,-22.744,2.585,2.585,1.092,21.452,8.260,4.173,15.744,11.343,-3.101,13.458,8.465,10.078,8.520,6.276
Mon Dec 02 20:51:14 2024,775,-22.735,-22.735,2.551,2.551,1.072,21.442,8.248,4.158,15.754,11.376,-3.090,13.476,8.485,10.068,8.528,6.264
Mon Dec 02 20:51:14 2024,780,-22.785,-22.785,2.614,2.614,1.060,21.436,8.253,4.177,15.749,11.387,-3.131,13.419,8.455,10.027,8.571,6.301
Mon Dec 02 20:51:14 2024,785,-22.845,-22.845,2.693,2.693,1.050,21.431,8.261,4.202,15.741,11.394,-3.182,13.349,8.418,9.981,8.620,6.347
Mon Dec 02 20:51:14 2024,790,-22.844,-22.844,2.688,2.688,1.034,21.461,8.247,4.199,15.754,11.384,-3.221,13.354,8.388,9.969,8.660,6.344
Mon Dec 02 20:51:14 2024,795,-22.801,-22.801,2.623,2.623,1.016,21.514,8.217,4.177,15.783,11.363,-3.246,13.409,8.370,9.984,8.690,6.306
Mon Dec 02 20:51:14 2024,800,-22.769,-22.769,2.581,2.581,1.002,21.566,8.220,4.168,15.798,11.366,-3.225,13.500,8.393,10.026,8.698,6.316
Mon Dec 02 20:51:14 2024,805,-22.760,-22.760,2.585,2.585,0.996,21.598,8.270,4.181,15.788,11.404,-3.142,13.622,8.470,10.097,8.673,6.392
